P6020,P6040,P5502,P6071,P6080,P1895,P1896,P1897,P1898,P1899,P3175,prom_satisfaccion,num_ninxs,num_adultxs,num_abuelxs,P6160,P8586,P8587,P6090,P6100,P8551,P799S2,P799S3,P799S1,P799S4,P799S5,P3176,P1930,P3008S1,P3008S2,P1707,P3003,P5452,P6161S1,P6426,P3193,dinero_trabajo,dinero_extra
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,100000
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,250000,0
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,350000
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,200000,400000
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,4,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,100000
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,4,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,250000,0
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,4,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,350000
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,4,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,200000,400000
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,4,2,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,100000
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,4,2,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,250000,0
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,4,2,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,350000
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,4,2,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,200000,400000
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,100000
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,250000,0
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,350000
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,200000,400000
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,100000
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,250000,0
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,350000
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,200000,400000
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,3,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,100000
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,3,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,250000,0
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,3,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,350000
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,3,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,200000,400000
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,3,2,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,100000
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,3,2,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,250000,0
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,3,2,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,350000
1,68,4,-1,6,8,8,8,7,7,7,7.5,4,1,6,1,2,3,2,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,200000,400000
2,64,3,-1,6,10,3,7,6,5,6,6.17,1,1,1,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,2400000
2,70,4,-1,6,10,4,6,8,5,7,6.67,1,1,1,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,1200000
1,60,6,1,6,8,9,6,8,9,8,8.0,1,1,1,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,350000,280000
1,60,2,1,6,8,6,6,5,8,7,6.67,1,1,3,1,2,11,1,1,64000,2,2,2,2,2,0,1,2,2,2,2,2,0,10,2,0,0
2,66,4,-1,6,8,6,8,9,9,8,8.0,1,1,2,1,2,5,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,63,2,1,6,9,6,8,8,10,6,7.83,2,1,2,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,2,2,0,0
1,64,2,1,6,10,5,9,9,8,6,7.83,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
1,82,3,-1,6,9,4,9,10,10,10,8.67,1,1,2,1,2,3,1,2,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,500000,0
2,73,3,-1,6,9,9,8,9,8,8,8.5,1,1,3,2,2,1,1,1,76000,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,61,2,1,6,9,9,7,8,8,8,8.17,1,1,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,3600000,0
1,79,6,1,6,10,10,8,8,8,8,8.67,1,2,3,2,2,1,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
2,69,6,1,6,10,10,10,10,6,8,9.0,1,2,3,1,2,3,1,1,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,0,0
1,78,4,-1,6,10,10,10,10,10,10,10.0,1,1,1,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,60,2,1,6,8,7,8,8,8,8,7.83,2,1,2,2,2,1,1,3,0,2,2,2,2,2,0,2,1,2,2,2,2,0,0,2,500000,0
1,65,6,1,6,9,4,8,8,8,8,7.5,2,1,5,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,150000,0
2,71,3,-1,6,7,5,5,5,5,5,5.33,1,1,1,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,73,5,-1,6,8,10,8,8,8,7,8.17,2,1,2,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,0,500000
1,63,2,1,6,9,8,8,8,8,7,8.0,1,1,1,1,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,98,0
1,60,2,1,5,8,8,8,8,8,8,8.0,1,1,1,1,2,3,1,3,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,900000,0
1,73,2,1,5,8,8,8,8,8,8,8.0,2,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,300000,0
1,60,2,1,6,10,9,9,7,10,7,8.67,1,1,2,1,2,3,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,850000,0
1,67,4,-1,6,9,5,5,8,6,7,6.67,2,1,3,2,2,1,1,3,0,2,2,2,2,2,0,2,1,2,2,2,2,0,0,2,98,0
1,73,3,-1,6,9,9,9,9,8,8,8.67,1,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,70,3,-1,6,8,10,7,7,8,7,7.83,1,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,70,4,-1,6,3,10,5,9,7,9,7.17,1,1,2,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,0,0
2,73,4,-1,6,6,5,8,8,5,6,6.33,1,1,2,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,600000
1,71,2,1,6,0,10,0,6,0,0,2.67,1,1,1,1,2,5,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,2400000
1,70,6,1,6,8,8,9,8,7,7,7.83,1,2,1,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,700000,0
2,67,6,1,6,8,6,9,8,7,6,7.33,1,2,1,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,68,2,1,6,8,8,8,8,7,6,7.5,1,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,650000,0
2,66,3,-1,6,8,7,8,8,6,7,7.33,4,1,2,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,0,200000
1,77,2,1,6,7,7,6,8,4,8,6.67,2,2,2,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,500000
2,72,2,1,6,7,5,8,8,5,8,6.83,2,2,2,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,61,4,-1,6,6,7,5,6,6,6,6.0,1,1,1,1,2,4,1,1,35112,2,2,2,2,2,0,1,2,2,2,2,2,0,35,2,98,0
2,71,3,-1,6,9,8,8,8,8,8,8.17,1,1,2,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,3600000
1,72,3,-1,6,9,8,9,8,9,8,8.5,2,1,4,1,2,7,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,9500000
1,61,3,-1,6,9,10,8,10,9,10,9.33,1,2,1,1,2,11,1,1,240000,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,1000000
2,65,4,-1,6,9,10,9,9,9,9,9.17,1,2,1,1,2,3,1,1,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,400000
2,83,3,-1,6,8,8,8,9,9,8,8.33,3,2,5,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,0,0
1,60,4,-1,6,8,9,8,8,8,8,8.17,3,2,5,1,2,3,1,1,110000,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,98
2,64,5,-1,6,5,10,7,7,6,6,6.83,1,1,1,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,400000
2,77,4,-1,6,7,10,7,7,7,7,7.5,2,1,2,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,60,3,-1,5,7,6,7,6,7,8,6.83,1,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,500000,0
2,96,3,-1,5,6,10,4,5,5,7,6.17,1,2,3,2,2,1,2,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,64,2,1,5,7,5,6,7,4,6,5.83,3,1,4,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
1,60,2,1,5,8,6,7,7,8,6,7.0,1,1,2,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,700000,0
1,62,6,1,6,6,6,7,7,7,6,6.5,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,2000000,500000
1,63,2,1,6,6,6,1,2,3,6,4.0,1,1,1,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,200000,0
2,76,3,-1,6,6,10,5,6,5,6,6.33,2,1,3,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,100000
1,70,6,1,6,10,10,10,9,10,10,9.83,1,2,2,1,2,11,1,2,720000,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,300000,6000000
2,69,6,1,6,10,8,7,8,8,7,8.0,1,2,2,1,2,5,1,1,73000,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,877802
1,61,2,1,6,8,8,7,8,8,8,7.83,1,1,3,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,61,2,1,6,8,8,7,8,8,8,7.83,1,1,3,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,15,2,60000,0
1,61,2,1,6,8,8,7,8,8,8,7.83,1,1,3,1,2,4,1,1,105000,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,61,2,1,6,8,8,7,8,8,8,7.83,1,1,3,1,2,4,1,1,105000,2,2,2,2,2,0,2,2,2,1,1,2,0,15,2,60000,0
1,61,2,1,6,8,8,7,8,8,8,7.83,1,1,3,1,2,9,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,61,2,1,6,8,8,7,8,8,8,7.83,1,1,3,1,2,9,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,15,2,60000,0
1,61,2,1,6,8,8,7,8,8,8,7.83,1,1,3,1,2,9,1,1,105000,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,61,2,1,6,8,8,7,8,8,8,7.83,1,1,3,1,2,9,1,1,105000,2,2,2,2,2,0,2,2,2,1,1,2,0,15,2,60000,0
1,74,2,1,6,9,8,9,10,8,7,8.5,1,1,4,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,60000,0
2,60,6,2,6,9,10,9,8,9,8,8.83,1,1,2,1,2,5,1,1,0,2,2,2,2,2,0,1,2,2,2,1,2,0,0,2,0,40000
1,62,6,1,6,7,6,10,7,8,7,7.5,1,2,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,200000,100000
2,65,6,1,6,7,4,5,6,7,6,5.83,1,2,2,1,2,3,1,1,75000,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,300000
2,66,5,-1,6,9,5,5,9,8,8,7.33,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,63,2,1,1,8,10,8,8,8,8,8.33,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,64,6,1,1,7,2,8,8,8,7,6.67,1,2,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,80000,0
1,64,6,1,1,8,6,6,7,7,7,6.83,1,2,2,1,2,3,1,1,105000,2,2,2,2,2,0,1,1,2,2,2,2,0,0,2,200000,877802
2,76,4,-1,6,8,10,8,8,8,8,8.33,2,1,2,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,500000
1,60,6,1,1,10,0,10,10,10,10,8.33,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,300000,0
1,61,2,1,6,5,7,4,6,7,4,5.5,2,1,2,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,0
2,66,6,2,6,10,0,0,10,0,10,5.0,1,1,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,67,6,1,6,9,9,8,8,9,7,8.33,1,2,1,1,2,5,1,2,99000,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,196
2,68,6,1,6,9,8,8,9,7,7,8.0,1,2,1,1,2,13,1,2,99000,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,98
1,67,2,1,1,5,5,10,5,5,5,5.83,1,1,1,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,24,2,50000,100000
1,68,6,1,6,6,9,5,7,2,10,6.5,2,2,2,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,2000000
2,71,6,1,6,7,9,6,8,5,7,7.0,2,2,2,1,2,5,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,1000000
2,77,3,-1,6,8,6,7,7,8,8,7.33,2,1,3,1,2,3,1,1,120000,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,64,2,1,6,8,5,7,9,7,7,7.17,3,2,3,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,500000,0
2,66,5,-1,6,5,10,0,3,5,3,4.33,3,2,3,2,2,1,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,62,4,-1,6,8,6,8,7,8,7,7.33,1,1,3,1,2,5,1,2,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,1200000,0
1,74,2,1,6,8,7,6,7,7,6,6.83,1,1,1,1,2,4,1,1,120000,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
2,83,4,-1,6,8,10,7,8,7,7,7.83,2,1,2,1,2,3,1,1,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,71,6,1,6,8,5,7,9,7,6,7.0,2,1,3,1,2,5,1,1,220000,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,2500000
2,70,5,-1,6,10,10,10,8,10,10,9.67,1,1,2,1,2,7,1,1,90000,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,0,0
1,62,6,1,6,8,8,7,9,7,7,7.67,1,1,3,1,2,5,1,3,0,2,2,2,2,2,0,1,1,2,1,2,2,0,0,2,300000,0
2,82,6,1,6,8,10,7,8,7,8,8.0,1,2,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,86,6,1,6,8,10,5,8,8,7,7.67,1,2,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,62,6,1,6,10,10,10,2,7,6,7.5,2,1,5,1,2,11,1,1,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,3000000,0
2,60,4,-1,6,8,4,7,8,10,7,7.33,1,1,1,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
2,66,4,-1,6,8,10,8,7,8,7,8.0,1,1,2,1,2,7,2,9,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
1,60,2,1,6,7,0,10,7,5,9,6.33,1,1,1,1,2,11,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,400000,0
2,69,3,-1,5,8,3,9,7,7,6,6.67,2,2,4,1,2,10,1,1,99000,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,300000
1,63,5,-1,5,7,5,9,5,7,6,6.5,2,2,4,1,2,7,1,1,54000,2,2,2,2,2,0,2,2,2,1,1,2,0,48,2,0,0
1,60,2,1,5,9,6,8,8,8,6,7.5,1,1,4,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,900000,0
2,86,3,-1,5,7,2,5,5,1,7,4.5,1,1,1,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,0,500000
2,61,4,-1,5,8,2,6,7,6,6,5.83,1,2,3,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
1,75,4,-1,5,5,7,4,7,7,6,6.0,1,2,3,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
2,60,2,1,5,5,10,5,5,5,5,5.83,1,2,1,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,73,2,1,5,5,1,5,5,5,5,4.33,1,2,1,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,280000,0
1,62,2,1,6,10,7,10,10,10,10,9.5,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,30000,0
2,65,3,-1,6,8,8,8,8,8,8,8.0,1,1,2,1,2,11,1,2,99000,2,1,2,2,2,160000,1,2,2,1,2,2,0,480,1,0,250000
2,75,3,-1,6,8,7,8,8,6,8,7.5,1,1,1,1,2,3,1,1,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,650000
1,66,2,1,6,6,3,6,0,6,6,4.5,2,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,500000,0
1,70,3,-1,6,5,6,6,6,6,6,5.83,2,1,3,1,2,3,2,9,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,100000,0
2,88,3,-1,5,4,3,6,5,6,5,4.83,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,1,2,1,2,2,0,0,2,0,0
2,78,3,-1,5,5,2,5,1,4,6,3.83,1,1,1,1,2,3,1,1,0,2,2,2,2,2,0,1,1,2,1,2,2,0,0,2,0,500000
1,63,2,1,1,10,10,10,10,10,10,10.0,2,1,5,2,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,300000,0
1,72,2,1,1,8,3,8,8,2,8,6.17,4,2,6,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
2,62,2,1,1,8,5,8,8,6,6,6.83,4,2,6,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,0,600000
1,72,2,1,1,10,10,10,10,10,10,10.0,2,2,1,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,200000,0
2,75,2,1,1,10,10,10,10,10,10,10.0,2,2,1,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,2160000
2,73,2,1,1,10,3,10,10,6,10,8.17,1,2,2,2,2,1,2,9,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,150000,0
1,74,2,1,1,10,10,10,10,10,10,10.0,1,2,2,2,2,1,2,9,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,200000,0
2,62,2,1,1,8,5,6,9,6,8,7.0,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,1,200000,0
1,63,2,1,6,10,10,10,10,10,10,10.0,2,1,2,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,2000000,0
1,74,6,1,6,4,3,3,3,3,3,3.17,2,2,1,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,71,6,1,6,4,3,4,4,4,3,3.67,2,2,1,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,64,2,1,3,0,0,8,4,10,10,5.33,1,2,2,1,2,4,1,1,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,99,0
2,62,2,1,5,10,10,9,4,10,10,8.83,1,2,2,1,2,11,1,2,289000,2,2,2,2,2,0,1,2,2,2,2,2,0,600,1,0,0
2,71,3,-1,3,8,8,8,8,8,8,8.0,1,1,1,1,2,4,1,1,102852,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
1,60,2,1,6,6,5,7,6,7,6,6.17,2,1,5,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
2,68,3,-1,6,8,10,5,5,3,6,6.17,1,1,4,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,60,6,1,6,9,6,8,4,4,4,5.83,3,1,3,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,250000,0
2,61,3,-1,6,8,4,6,7,7,8,6.67,6,1,6,1,2,1,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,0
2,71,4,-1,6,9,5,4,7,5,9,6.5,1,1,7,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,67,4,-1,6,9,5,8,8,8,8,7.67,1,1,4,2,2,1,1,3,0,2,2,2,2,2,0,2,1,2,2,2,2,0,0,2,0,0
1,62,2,1,1,10,8,7,10,9,9,8.83,1,2,3,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,65,2,1,1,9,6,8,9,9,8,8.17,1,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,50000,50000
2,68,2,1,6,10,10,10,10,9,9,9.67,2,2,2,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,78,2,1,6,7,9,8,10,7,10,8.5,2,2,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,64,3,-1,6,8,10,8,8,8,7,8.17,6,1,4,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
2,64,3,-1,6,7,5,8,7,7,7,6.83,1,1,2,1,2,11,1,1,99000,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,68,4,-1,6,8,2,8,8,5,5,6.0,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,200000
1,66,6,1,6,7,8,8,8,8,8,7.83,1,2,2,1,2,5,1,1,110000,2,2,2,2,2,0,1,2,2,1,2,2,0,0,1,2500000,0
2,60,6,1,6,8,8,8,7,8,8,7.83,1,2,2,1,2,4,1,1,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,0
1,69,2,1,6,3,0,5,1,2,6,2.83,5,1,9,2,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,350000,0
1,69,2,1,6,8,8,7,8,8,7,7.67,1,1,1,1,2,13,1,1,106000,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,800000
2,60,5,-1,6,7,8,6,8,9,6,7.33,1,1,3,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,98
1,62,4,-1,6,8,7,7,7,7,7,7.17,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,100000,0
2,60,2,1,6,8,10,7,7,7,7,7.67,2,1,1,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
1,66,3,-1,6,10,7,10,10,10,10,9.5,2,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,800000,0
2,65,4,-1,6,8,2,7,8,7,5,6.17,2,2,3,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,150000
1,66,4,-1,6,7,0,6,8,5,7,5.5,2,2,3,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,150000
2,63,3,-1,6,10,10,10,10,10,10,10.0,2,1,6,2,2,1,1,1,70000,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,60,6,1,6,8,10,7,8,7,7,7.83,2,1,4,2,2,1,1,3,0,2,2,2,2,2,0,2,1,2,2,2,2,0,0,2,0,0
